route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,bikes_allowed,attributes_ch
000003.000011.101:3,735357,0:1,Zürich HB,3,,,,1,VR;WR
000003.000011.101:3,000002,0:2,Zürich HB,3,,,,1,VR;WR
000003.000011.101:3,412853,0:3,Zürich HB,3,,,,1,VR;WR
000003.000011.101:3,730951,0:4,Zürich HB,3,,,,1,VR;WR
000003.000011.101:3,659688,0:5,Zürich HB,3,,,,1,VR;WR
000003.000011.101:3,055367,0:6,Zürich HB,3,,,,1,VR;WR
000003.000011.101:3,716976,0:7,Zürich HB,3,,,,1,VR;WR
000003.000011.101:3,000003,0:8,Zürich HB,3,,,,1,VR;WR
000003.000011.101:3,000004,0:9,Zürich HB,3,,,,1,VR;WR
000003.000011.102:3,442609,1:1,Zürich HB,3,,,,1,VR;WR
000003.000011.102:3,580144,1:2,Zürich HB,3,,,,1,VR;WR
000003.000011.102:3,574246,1:3,Zürich HB,3,,,,1,VR;WR
000003.000011.102:3,735472,1:4,Zürich HB,3,,,,1,VR;WR
000003.000011.102:3,000005,1:5,Zürich HB,3,,,,1,VR;WR
000003.000011.102:3,565862,1:6,Zürich HB,3,,,,1,VR;WR
000003.000011.103:3,558786,2:1,Zürich HB,3,,,,1,VR;WR
000003.000011.103:3,024355,2:2,Zürich HB,3,,,,1,VR;WR
000003.000011.104:3,567753,3:1,Zürich HB,3,,,,1,VR;WR
000004.000011.101:4,561585,4:1,Basel Bad Bf,4,,,,0,
000004.000011.101:4,426006,4:2,Basel Bad Bf,4,,,,0,
000004.000011.101:4,085109,4:3,Basel Bad Bf,4,,,,0,
000004.000011.101:4,000006,4:4,Basel Bad Bf,4,,,,0,
000004.000011.101:4,730943,4:5,Basel Bad Bf,4,,,,0,
000004.000011.101:4,696129,4:6,Basel Bad Bf,4,,,,0,
000004.000011.101:4,333966,4:7,Basel Bad Bf,4,,,,0,
000004.000011.101:4,000007,4:8,Basel Bad Bf,4,,,,0,
000004.000011.101:4,000008,4:9,Basel Bad Bf,4,,,,0,
000004.000011.101:4,000009,4:10,Basel Bad Bf,4,,,,0,
000004.000011.101:4,370959,4:11,Basel Bad Bf,4,,,,0,
000004.000011.101:4,000012,4:12,Basel Bad Bf,4,,,,0,
000004.000011.101:4,077571,4:13,Basel Bad Bf,4,,,,0,
000004.000011.102:4,084555,5:1,Basel Bad Bf,4,,,,0,
000004.000011.102:4,555685,5:2,Basel Bad Bf,4,,,,0,
000004.000011.102:4,350658,5:3,Basel Bad Bf,4,,,,0,
000004.000011.102:4,561569,5:4,Basel Bad Bf,4,,,,0,
000004.000011.102:4,000013,5:5,Basel Bad Bf,4,,,,0,
000004.000011.102:4,000020,5:6,Basel Bad Bf,4,,,,0,
000004.000011.102:4,000021,5:7,Basel Bad Bf,4,,,,0,
000004.000011.103:4,082148,6:1,Basel Bad Bf,4,,,,0,
000004.000011.103:4,582205,6:2,Basel Bad Bf,4,,,,0,
000004.000011.103:4,744810,6:3,Basel Bad Bf,4,,,,0,
000004.000011.103:4,063454,6:4,Basel Bad Bf,4,,,,0,
000004.000011.104:4,730847,7:1,Basel Bad Bf,4,,,,0,
000004.000011.104:4,089456,7:2,Basel Bad Bf,4,,,,0,
000004.000011.104:4,697078,7:3,Basel Bad Bf,4,,,,0,
000004.000011.104:4,697082,7:4,Basel Bad Bf,4,,,,0,
000004.000011.105:4,318124,8:1,Basel Bad Bf,4,,,,0,
000004.000011.106:4,589119,9:1,Basel Bad Bf,4,,,,0,
000004.000011.106:4,695899,9:2,Basel Bad Bf,4,,,,0,
000004.000011.107:4,697948,10:1,Basel SBB,4,,,,0,
000004.000011.108:4,567753,11:1,Basel Bad Bf,4,,,,0,
000005.000011.101:5,559395,12:1,Basel SBB,5,,,,1,VR
000005.000011.101:5,000023,12:2,Basel SBB,5,,,,1,VR
000005.000011.101:5,091444,12:3,Basel SBB,5,,,,1,VR
000005.000011.101:5,565474,12:4,Basel SBB,5,,,,1,VR
000005.000011.101:5,725738,12:5,Basel SBB,5,,,,1,VR
000005.000011.101:5,575904,12:6,Basel SBB,5,,,,1,VR
000005.000011.101:5,040911,12:7,Basel SBB,5,,,,1,VR
000005.000011.101:5,091442,12:8,Basel SBB,5,,,,1,VR
000005.000011.101:5,054463,12:9,Basel SBB,5,,,,1,VR
000006.000011.101:6,054584,13:1,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.101:6,093431,13:2,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.101:6,732015,13:3,Basel Bad Bf,6,,,,1,FS;VR
000006.000011.101:6,000024,13:4,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.101:6,744809,13:5,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.101:6,409938,13:6,Basel Bad Bf,6,,,,1,FS;VR
000006.000011.101:6,571529,13:7,Basel Bad Bf,6,,,,1,FS;VR
000006.000011.101:6,744811,13:8,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.101:6,711390,13:9,Basel Bad Bf,6,,,,1,FS;VR
000006.000011.101:6,000026,13:10,Basel Bad Bf,6,,,,1,FS;VR
000006.000011.101:6,000027,13:11,Basel Bad Bf,6,,,,1,FS;VR
000006.000011.101:6,000028,13:12,Basel Bad Bf,6,,,,1,FS;VR
000006.000011.101:6,079063,13:13,Basel Bad Bf,6,,,,1,FS;VR
000006.000011.101:6,741435,13:14,Basel Bad Bf,6,,,,1,FS;VR
000006.000011.101:6,000029,13:15,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.101:6,744810,13:16,Basel Bad Bf,6,,,,1,FS;VR
000006.000011.101:6,711000,13:17,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.101:6,720224,13:18,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.101:6,000030,13:19,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.101:6,037741,13:20,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.101:6,732229,13:21,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.101:6,000031,13:22,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.101:6,000032,13:23,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.101:6,000034,13:24,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.101:6,082148,13:25,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.101:6,000035,13:26,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.102:6,084257,14:1,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.102:6,436054,14:2,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.102:6,575904,14:3,Basel Bad Bf,6,,,,1,FS;VR
000006.000011.102:6,559395,14:4,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.102:6,729269,14:5,Basel Bad Bf,6,,,,1,FS;VR
000006.000011.102:6,086362,14:6,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.102:6,000036,14:7,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.102:6,000037,14:8,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.103:6,318499,15:1,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.103:6,718220,15:2,Basel Bad Bf,6,,,,1,FS;VR
000006.000011.103:6,554297,15:3,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.103:6,235368,15:4,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.103:6,706859,15:5,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.103:6,647079,15:6,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.103:6,734799,15:7,Basel Bad Bf,6,,,,1,FS;VR
000006.000011.103:6,725738,15:8,Basel Bad Bf,6,,,,1,FS;VR
000006.000011.103:6,000038,15:9,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.103:6,000039,15:10,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.104:6,084115,16:1,Basel SBB,6,,,,1,FS;VR;WR
000006.000011.104:6,062144,16:2,Basel SBB,6,,,,1,FS;VR
000006.000011.104:6,728646,16:3,Basel SBB,6,,,,1,FS;VR
000006.000011.104:6,744122,16:4,Basel SBB,6,,,,1,FS;VR;WR
000006.000011.104:6,036391,16:5,Basel SBB,6,,,,1,FS;VR;WR
000006.000011.104:6,551306,16:6,Basel SBB,6,,,,1,FS;VR
000006.000011.104:6,086841,16:7,Basel SBB,6,,,,1,FS;VR;WR
000006.000011.104:6,000040,16:8,Basel SBB,6,,,,1,FS;VR;WR
000006.000011.104:6,720569,16:9,Basel SBB,6,,,,1,FS;VR;WR
000006.000011.104:6,063393,16:10,Basel SBB,6,,,,1,FS;VR;WR
000006.000011.105:6,732605,17:1,Basel Bad Bf,6,,,,1,FS;VR
000006.000011.105:6,740586,17:2,Basel Bad Bf,6,,,,1,FS;VR
000006.000011.105:6,661489,17:3,Basel Bad Bf,6,,,,1,FS;VR
000006.000011.105:6,396022,17:4,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.105:6,734128,17:5,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.105:6,599572,17:6,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.106:6,449259,18:1,Basel SBB,6,,,,1,FS;VR;WR
000006.000011.106:6,574249,18:2,Basel SBB,6,,,,1,FS;VR
000006.000011.106:6,000041,18:3,Basel SBB,6,,,,1,FS;VR;WR
000006.000011.107:6,516698,19:1,Basel Bad Bf,6,,,,1,FS;VR
000006.000011.107:6,551303,19:2,Basel Bad Bf,6,,,,1,FS;VR
000006.000011.107:6,561957,19:3,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.107:6,048141,19:4,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.108:6,734376,20:1,Basel Bad Bf,6,,,,0,FS
000006.000011.108:6,082168,20:2,Basel Bad Bf,6,,,,1,FS;VR
000006.000011.108:6,712137,20:3,Basel Bad Bf,6,,,,0,FS;WR
000006.000011.108:6,057869,20:4,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.109:6,057366,21:1,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.109:6,589119,21:2,Basel Bad Bf,6,,,,1,FS;VR
000006.000011.109:6,695899,21:3,Basel Bad Bf,6,,,,1,FS;VR;WR
000006.000011.110:6,084555,22:1,Basel SBB,6,,,,1,FS;VR
000006.000011.110:6,020402,22:2,Basel SBB,6,,,,1,FS;VR;WR
000006.000011.111:6,567753,23:1,Basel Bad Bf,6,,,,1,FS;VR;WR
000007.000011.101:7,656002,24:1,Interlaken Ost,7,,,,0,FS
000007.000011.101:7,697082,24:2,Interlaken Ost,7,,,,0,FS
000007.000011.101:7,713759,24:3,Interlaken Ost,7,,,,0,
000007.000011.101:7,000042,24:4,Interlaken Ost,7,,,,0,FS
000007.000011.102:7,723943,25:1,Basel SBB,7,,,,0,
000007.000011.102:7,000043,25:2,Basel SBB,7,,,,0,
000007.000011.102:7,000044,25:3,Basel SBB,7,,,,0,
000007.000011.102:7,708996,25:4,Basel SBB,7,,,,0,
000007.000011.103:7,438155,26:1,Basel SBB,7,,,,0,
000007.000011.103:7,078336,26:2,Basel SBB,7,,,,0,
000007.000011.104:7,695899,27:1,Basel SBB,7,,,,0,
000007.000011.104:7,589119,27:2,Basel SBB,7,,,,0,
000007.000011.104:7,000045,27:3,Basel SBB,7,,,,0,
000007.000011.104:7,559398,27:4,Basel SBB,7,,,,0,FS;WR
000007.000011.106:7,696260,28:1,Interlaken Ost,7,,,,0,
000007.000011.106:7,363122,28:2,Interlaken Ost,7,,,,0,FS
000007.000011.106:7,278911,28:3,Interlaken Ost,7,,,,0,FS
000007.000011.106:7,000046,28:4,Interlaken Ost,7,,,,0,FS
000007.000011.107:7,730942,29:1,Interlaken Ost,7,,,,0,FS
000007.000011.108:7,516698,30:1,Brig,7,,,,0,FS
000007.000011.108:7,696792,30:2,Brig,7,,,,0,FS
000007.000011.109:7,558786,31:1,Interlaken Ost,7,,,,0,FS
000007.000011.109:7,555601,31:2,Interlaken Ost,7,,,,0,FS
000007.000011.110:7,575214,32:1,Basel SBB,7,,,,0,
000007.000011.110:7,007494,32:2,Basel SBB,7,,,,0,
000007.000011.113:7,048141,33:1,Brig,7,,,,0,FS
000007.000011.114:7,559395,34:1,Interlaken Ost,7,,,,0,FS
000008.000011.101:8,107476,35:1,Basel Bad Bf,8,,,,1,FS;VR;WR
000008.000011.101:8,085109,35:2,Basel Bad Bf,8,,,,1,FS;VR;WR
000008.000011.101:8,000047,35:3,Basel Bad Bf,8,,,,1,FS;VR;WR
000008.000011.101:8,715651,35:4,Basel Bad Bf,8,,,,1,FS;VR;WR
000008.000011.101:8,735875,35:5,Basel Bad Bf,8,,,,1,FS;VR;WR
000008.000011.101:8,022722,35:6,Basel Bad Bf,8,,,,1,FS;VR;WR
000008.000011.101:8,554297,35:7,Basel Bad Bf,8,,,,1,FS;VR;WR
000008.000011.101:8,682088,35:8,Basel Bad Bf,8,,,,1,FS;VR;WR
000008.000011.101:8,101261,35:9,Basel Bad Bf,8,,,,1,FS;VR;WR
000008.000011.101:8,721772,35:10,Basel Bad Bf,8,,,,1,FS;VR;WR
000008.000011.102:8,000048,36:1,Basel Bad Bf,8,,,,1,FS;VR;WR
000008.000011.102:8,383712,36:2,Basel Bad Bf,8,,,,1,FS;VR;WR
000008.000011.102:8,561587,36:3,Basel Bad Bf,8,,,,1,FS;VR;WR
000008.000011.102:8,589119,36:4,Basel Bad Bf,8,,,,1,FS;VR;WR
000008.000011.102:8,000049,36:5,Basel Bad Bf,8,,,,1,FS;VR;WR
000008.000011.103:8,449259,37:1,Basel SBB,8,,,,1,FS;VR;WR
000008.000011.103:8,018382,37:2,Basel SBB,8,,,,1,FS;VR;WR
000008.000011.103:8,721574,37:3,Basel SBB,8,,,,1,FS;VR;WR
000008.000011.104:8,006335,38:1,Basel SBB,8,,,,1,FS;VR;WR
000008.000011.104:8,086841,38:2,Basel SBB,8,,,,1,FS;VR;WR
000008.000011.104:8,551306,38:3,Basel SBB,8,,,,1,FS;VR;WR
000008.000011.104:8,720569,38:4,Basel SBB,8,,,,1,FS;VR;WR
000008.000011.104:8,321904,38:5,Basel SBB,8,,,,1,FS;VR;WR
000008.000011.104:8,036391,38:6,Basel SBB,8,,,,1,FS;VR;WR
000008.000011.104:8,675395,38:7,Basel SBB,8,,,,1,FS;VR;WR
000008.000011.105:8,716317,39:1,Basel Bad Bf,8,,,,1,FS;VR;WR
000008.000011.105:8,112355,39:2,Basel Bad Bf,8,,,,1,FS;VR;WR
000008.000011.105:8,000051,39:3,Basel Bad Bf,8,,,,1,FS;VR;WR
000008.000011.105:8,732605,39:4,Basel Bad Bf,8,,,,1,FS;VR;WR
000008.000011.105:8,744811,39:5,Basel Bad Bf,8,,,,1,FS;VR;WR
000008.000011.106:8,318124,40:1,Basel Bad Bf,8,,,,1,FS;VR;WR
000008.000011.107:8,697078,41:1,Basel Bad Bf,8,,,,1,FS;VR;WR
000008.000011.107:8,567334,41:2,Basel Bad Bf,8,,,,1,FS;VR;WR
000008.000011.107:8,697082,41:3,Basel Bad Bf,8,,,,1,FS;VR;WR
000008.000011.108:8,734753,42:1,Basel Bad Bf,8,,,,1,FS;VR;WR
000008.000011.108:8,711523,42:2,Basel Bad Bf,8,,,,1,FS;VR;WR
000009.000011.101:9,560854,43:1,Zürich HB,9,,,,0,FS;WR
000009.000011.101:9,744683,43:2,Zürich HB,9,,,,0,FS;WR
000009.000011.101:9,734091,43:3,Zürich HB,9,,,,0,FS;WR
000009.000011.101:9,055160,43:4,Zürich HB,9,,,,1,FS;VR;WR
000009.000011.101:9,713958,43:5,Zürich HB,9,,,,1,FS;VR;WR
000009.000011.101:9,000052,43:6,Zürich HB,9,,,,0,FS;WR
000009.000011.101:9,000053,43:7,Zürich HB,9,,,,0,FS;WR
000009.000011.101:9,000054,43:8,Zürich HB,9,,,,1,FS;VR;WR
000009.000011.102:9,744810,44:1,Basel SBB,9,,,,0,
000009.000011.102:9,057806,44:2,Basel SBB,9,,,,0,
000009.000011.102:9,099291,44:3,Basel SBB,9,,,,0,
000009.000011.102:9,075135,44:4,Basel SBB,9,,,,0,
000009.000011.102:9,736471,44:5,Basel SBB,9,,,,0,
000009.000011.103:9,734709,45:1,Basel SBB,9,,,,0,
000009.000011.103:9,033987,45:2,Basel SBB,9,,,,0,
000009.000011.103:9,096420,45:3,Basel SBB,9,,,,0,
000009.000011.103:9,642743,45:4,Basel SBB,9,,,,0,
000009.000011.103:9,745270,45:5,Basel SBB,9,,,,0,
000009.000011.103:9,059941,45:6,Basel SBB,9,,,,0,
000009.000011.104:9,000058,46:1,Basel SBB,9,,,,0,
000009.000011.104:9,190281,46:2,Basel SBB,9,,,,0,
000009.000011.104:9,078007,46:3,Basel SBB,9,,,,0,
000009.000011.104:9,736338,46:4,Basel SBB,9,,,,0,
000009.000011.104:9,559398,46:5,Basel SBB,9,,,,0,FS;WR
000009.000011.106:9,031565,47:1,Basel SBB,9,,,,0,
000009.000011.107:9,696260,48:1,Zürich HB,9,,,,1,FS;VR;WR
000009.000011.107:9,568726,48:2,Zürich HB,9,,,,0,FS;WR
000009.000011.107:9,561054,48:3,Zürich HB,9,,,,0,FS;WR
000009.000011.107:9,084115,48:4,Zürich HB,9,,,,0,FS;WR
000009.000011.107:9,412853,48:5,Zürich HB,9,,,,0,FS;WR
000009.000011.108:9,697078,49:1,Zürich HB,9,,,,0,FS;WR
000009.000011.108:9,697082,49:2,Zürich HB,9,,,,0,FS;WR
000009.000011.108:9,567334,49:3,Zürich HB,9,,,,0,FS;WR
000009.000011.109:9,024355,50:1,Zürich HB,9,,,,0,FS;WR
000009.000011.109:9,730943,50:2,Zürich HB,9,,,,0,FS;WR
000009.000011.109:9,085109,50:3,Zürich HB,9,,,,0,FS;WR
000009.000011.110:9,558786,51:1,Zürich HB,9,,,,0,FS;WR
000009.000011.110:9,555601,51:2,Zürich HB,9,,,,0,FS;WR
000009.000011.112:9,559395,52:1,Zürich HB,9,,,,0,FS;WR
000010.000011.101:10,000059,53:1,Zürich HB,10,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000010.000011.101:10,554933,53:2,Zürich HB,10,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000010.000011.101:10,711390,53:3,Zürich HB,10,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000010.000011.101:10,109842,53:4,Zürich HB,10,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000010.000011.101:10,716976,53:5,Zürich HB,10,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000010.000011.101:10,110460,53:6,Zürich HB,10,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000010.000011.101:10,000061,53:7,Zürich HB,10,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000010.000011.101:10,744811,53:8,Zürich HB,10,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000010.000011.101:10,717418,53:9,Zürich HB,10,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000010.000011.101:10,082148,53:10,Zürich HB,10,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000010.000011.101:10,000062,53:11,Zürich HB,10,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000010.000011.101:10,000063,53:12,Zürich HB,10,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000010.000011.101:10,071735,53:13,Zürich HB,10,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000010.000011.101:10,000065,53:14,Zürich HB,10,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000010.000011.101:10,000068,53:15,Zürich HB,10,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000010.000011.102:10,716801,54:1,Chiasso,10,,,,1,BZ;FS;FZ;GP;R;RR;RZ;VR;WR;WV
000010.000011.103:10,332373,55:1,Zürich HB,10,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000010.000011.103:10,696670,55:2,Zürich HB,10,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000010.000011.103:10,057869,55:3,Zürich HB,10,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000010.000011.103:10,300880,55:4,Zürich HB,10,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000010.000011.104:10,054584,56:1,Zürich HB,10,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000010.000011.104:10,745270,56:2,Zürich HB,10,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000010.000011.104:10,741939,56:3,Zürich HB,10,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000010.000011.104:10,732015,56:4,Zürich HB,10,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000010.000011.105:10,730943,57:1,Zürich HB,10,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000010.000011.105:10,085109,57:2,Zürich HB,10,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000011.000011.101:11,516698,58:1,Como S. Giovanni,11,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000011.000011.101:11,084556,58:2,Como S. Giovanni,11,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000011.000011.101:11,000069,58:3,Como S. Giovanni,11,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000011.000011.101:11,034484,58:4,Como S. Giovanni,11,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000011.000011.101:11,554297,58:5,Como S. Giovanni,11,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000011.000011.101:11,741604,58:6,Como S. Giovanni,11,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000011.000011.101:11,000071,58:7,Como S. Giovanni,11,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000011.000011.101:11,575904,58:8,Como S. Giovanni,11,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000011.000011.101:11,084744,58:9,Como S. Giovanni,11,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000011.000011.101:11,734716,58:10,Como S. Giovanni,11,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000011.000011.101:11,000072,58:11,Como S. Giovanni,11,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000011.000011.101:11,000073,58:12,Como S. Giovanni,11,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000011.000011.101:11,744810,58:13,Como S. Giovanni,11,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000011.000011.101:11,000076,58:14,Como S. Giovanni,11,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000011.000011.102:11,739320,59:1,Como S. Giovanni,11,,,,1,BZ;FS;FZ;GP;R;RR;RZ;VR;WR;WV
000011.000011.103:11,096155,60:1,Chiasso,11,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000011.000011.103:11,697097,60:2,Chiasso,11,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000011.000011.103:11,732015,60:3,Chiasso,11,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000011.000011.103:11,745270,60:4,Chiasso,11,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000011.000011.103:11,054584,60:5,Chiasso,11,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000011.000011.104:11,089458,61:1,Como S. Giovanni,11,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000011.000011.104:11,088288,61:2,Como S. Giovanni,11,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000011.000011.105:11,057869,62:1,Como S. Giovanni,11,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000011.000011.105:11,696670,62:2,Como S. Giovanni,11,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000011.000011.105:11,082168,62:3,Como S. Giovanni,11,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000011.000011.105:11,561585,62:4,Como S. Giovanni,11,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000011.000011.106:11,085109,63:1,Como S. Giovanni,11,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000011.000011.106:11,730943,63:2,Como S. Giovanni,11,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000011.000011.107:11,159965,64:1,Chiasso,11,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000011.000011.108:11,300880,65:1,Como S. Giovanni,11,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000012.000011.101:12,063393,66:1,Zürich HB,12,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000012.000011.101:12,720566,66:2,Zürich HB,12,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000012.000011.101:12,588741,66:3,Zürich HB,12,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000012.000011.101:12,000078,66:4,Zürich HB,12,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000012.000011.101:12,000079,66:5,Zürich HB,12,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000012.000011.101:12,000080,66:6,Zürich HB,12,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000012.000011.101:12,000081,66:7,Zürich HB,12,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000012.000011.101:12,038520,66:8,Zürich HB,12,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000012.000011.101:12,000082,66:9,Zürich HB,12,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000012.000011.101:12,086841,66:10,Zürich HB,12,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000012.000011.101:12,349367,66:11,Zürich HB,12,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000012.000011.101:12,057132,66:12,Zürich HB,12,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000012.000011.101:12,641622,66:13,Zürich HB,12,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000012.000011.101:12,000083,66:14,Zürich HB,12,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000012.000011.101:12,000084,66:15,Zürich HB,12,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000012.000011.101:12,685334,66:16,Zürich HB,12,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000012.000011.101:12,518288,66:17,Zürich HB,12,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000012.000011.102:12,739320,67:1,Chiasso,12,,,,1,BZ;FS;FZ;GP;R;RR;RZ;VR;WR;WV
000012.000011.104:12,082168,68:1,Zürich HB,12,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000012.000011.104:12,696670,68:2,Zürich HB,12,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000012.000011.104:12,300880,68:3,Zürich HB,12,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000012.000011.104:12,057869,68:4,Zürich HB,12,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000012.000011.104:12,561585,68:5,Zürich HB,12,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000012.000011.105:12,745270,69:1,Zürich HB,12,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000012.000011.105:12,741939,69:2,Zürich HB,12,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000012.000011.105:12,733583,69:3,Zürich HB,12,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
000012.000011.106:12,730943,70:1,Zürich HB,12,,,,1,BZ;FS;FZ;R;RZ;VR;WR;WV
