from_stop_id,to_stop_id,transfer_type,min_transfer_time
8503055,8503055,2,120
8503056,8503056,2,120
8503057,8503057,2,120
8503086,8503086,2,120
8503087,8503087,2,120
8503089,8503089,2,120
8503090,8503090,2,120
8503091,8503091,2,120
8503093,8503093,2,120
8503094,8503094,2,120
8503095,8503095,2,120
8503096,8503096,2,120
8503097,8503097,2,120
8503098,8503098,2,120
8503099,8503099,2,120
8503100,8503100,2,120
8503101,8503101,2,120
8503102,8503102,2,120
8503103,8503103,2,120
8503104,8503104,2,120
8503105,8503105,2,180
8503106,8503106,2,120
8503107,8503107,2,120
8503108,8503108,2,120
8503109,8503109,2,120
8503110,8503110,2,180
8503111,8503111,2,120
8503112,8503112,2,120
8503113,8503113,2,120
8503115,8503115,2,120
8503116,8503116,2,180
8503117,8503117,2,120
8503118,8503118,2,120
8503119,8503119,2,120
8503120,8503120,2,120
8503121,8503121,2,120
8503122,8503122,2,120
8503123,8503123,2,120
8503124,8503124,2,120
8503125,8503125,2,180
8503126,8503126,2,120
8503127,8503127,2,120
8503128,8503128,2,120
8503129,8503129,2,180
8503130,8503130,2,120
8503131,8503131,2,120
8503132,8503132,2,120
8503133,8503133,2,120
8503134,8503134,2,120
8503135,8503135,2,120
8503136,8503136,2,120
8503137,8503137,2,120
8503138,8503138,2,120
8503139,8503139,2,120
8503141,8503141,2,120
8503147,8503147,2,120
8503200,8503200,2,120
8503201,8503201,2,120
8503202,8503202,2,180
8503203,8503203,2,120
8503204,8503204,2,300
8503205,8503205,2,120
8503206,8503206,2,180
8503207,8503207,2,120
8503208,8503208,2,120
8503209,8503209,2,180
8503210,8503210,2,120
8503211,8503211,2,120
8503220,8503220,2,120
8503221,8503221,2,120
8503222,8503222,2,120
8503223,8503223,2,120
8503224,8503224,2,120
8503225,8503225,2,180
8503226,8503226,2,120
8503227,8503227,2,120
8503228,8503228,2,120
8503230,8503230,2,120
8503231,8503231,2,120
8503232,8503232,2,120
8503233,8503233,2,120
8503234,8503234,2,120
8503235,8503235,2,120
8503236,8503236,2,120
8503237,8503237,2,120
8503238,8503238,2,120
8503239,8503239,2,120
8503240,8503240,2,120
8503280,8503280,2,120
8503282,8503282,2,120
8503283,8503283,2,120
8503284,8503284,2,120
8503285,8503285,2,120
8503286,8503286,2,60
8503287,8503287,2,120
8503288,8503288,2,120
8503289,8503289,2,120
8503290,8503290,2,120
8503292,8503292,2,120
8503293,8503293,2,120
8503294,8503294,2,120
8503295,8503295,2,120
8503299,8503299,2,120
8503300,8503300,2,120
8503301,8503301,2,120
8503302,8503302,2,120
8503303,8503303,2,120
8503304,8503304,2,120
8503305,8503305,2,120
8503306,8503306,2,180
8503307,8503307,2,180
8503308,8503308,2,180
8503309,8503309,2,180
8503310,8503310,2,180
8503311,8503311,2,180
8503312,8503312,2,180
8503313,8503313,2,120
8503314,8503314,2,120
8503315,8503315,2,120
8503316,8503316,2,120
8503317,8503317,2,120
8503318,8503318,2,120
8503319,8503319,2,120
8503340,8503340,2,180
8503400,8503400,2,180
8503401,8503401,2,120
8503402,8503402,2,120
8503403,8503403,2,120
8503404,8503404,2,120
8503405,8503405,2,120
8503408,8503408,2,120
8503409,8503409,2,120
8503410,8503410,2,120
8503411,8503411,2,120
8503413,8503413,2,120
8503414,8503414,2,120
8503415,8503415,2,120
8503420,8503420,2,120
8503421,8503421,2,120
8503423,8503423,2,300
8503424,8503424,2,180
8503425,8503425,2,120
8503426,8503426,2,120
8503427,8503427,2,120
8503428,8503428,2,120
8503429,8503429,2,120
8503462,8503462,2,120
8503463,8503463,2,300
8503464,8503464,2,300
8503465,8503465,2,300
8503466,8503466,2,120
8503467,8503467,2,300
8503501,8503501,2,120
8503502,8503502,2,120
8503503,8503503,2,180
8503504,8503504,2,180
8503505,8503505,2,180
8503506,8503506,2,180
8503508,8503508,2,180
8503509,8503509,2,180
8503511,8503511,2,120
8503512,8503512,2,180
8503525,8503525,2,120
8503526,8503526,2,120
8503527,8503527,2,120
8503528,8503528,2,120
8503529,8503529,2,120
8504000,8504000,2,120
8504003,8504003,2,120
8504007,8504007,2,120
8504010,8504010,2,120
8504011,8504011,2,120
8504012,8504012,2,120
8504013,8504013,2,120
8504014,8504014,2,180
8504016,8504016,2,120
8504017,8504017,2,120
8504018,8504018,2,120
8504020,8504020,2,120
8504021,8504021,2,120
8504023,8504023,2,180
8504024,8504024,2,120
8504025,8504025,2,120
8504026,8504026,2,120
8504027,8504027,2,120
8504028,8504028,2,120
8504030,8504030,2,120
8504040,8504040,2,120
8504060,8504060,2,120
8504061,8504061,2,120
8504062,8504062,2,120
8504063,8504063,2,60
8504064,8504064,2,120
8504065,8504065,2,60
8504066,8504066,2,120
8504067,8504067,2,120
8504070,8504070,2,120
8504071,8504071,2,120
8504072,8504072,2,120
8504073,8504073,2,120
8504074,8504074,2,120
8504075,8504075,2,120
8504077,8504077,2,120
8504078,8504078,2,120
8504079,8504079,2,120
8504086,8504086,2,180
8504088,8504088,2,120
8504089,8504089,2,120
8504100,8504100,2,240
8504101,8504101,2,120
8504102,8504102,2,120
8504103,8504103,2,180
8504104,8504104,2,120
8504105,8504105,2,120
8504106,8504106,2,120
8504108,8504108,2,240
8504113,8504113,2,120
8504115,8504115,2,120
8504117,8504117,2,120
8504120,8504120,2,120
8504121,8504121,2,120
8504122,8504122,2,120
8504123,8504123,2,120
8504124,8504124,2,120
8504125,8504125,2,120
8504126,8504126,2,120
8504127,8504127,2,120
8504128,8504128,2,180
8504129,8504129,2,120
8504130,8504130,2,120
8504131,8504131,2,120
8504132,8504132,2,120
8504133,8504133,2,120
8504134,8504134,2,120
8504135,8504135,2,120
8504136,8504136,2,120
8504137,8504137,2,120
8504138,8504138,2,120
8504139,8504139,2,120
8504140,8504140,2,120
8504141,8504141,2,120
8504181,8504181,2,120
8504182,8504182,2,120
8504183,8504183,2,120
8504184,8504184,2,120
8504185,8504185,2,120
8504186,8504186,2,120
8504188,8504188,2,120
8504191,8504191,2,120
8504192,8504192,2,120
8504194,8504194,2,120
8504200,8504200,2,240
8504201,8504201,2,120
8504203,8504203,2,120
8504205,8504205,2,120
8504206,8504206,2,120
8504208,8504208,2,120
8504209,8504209,2,120
8504215,8504215,2,120
8504216,8504216,2,120
8504217,8504217,2,120
8504218,8504218,2,120
8504219,8504219,2,120
8504220,8504220,2,120
8504221,8504221,2,240
8504222,8504222,2,120
8504223,8504223,2,120
8504224,8504224,2,120
8504225,8504225,2,120
8504226,8504226,2,120
8504228,8504228,2,120
8504229,8504229,2,120
8504231,8504231,2,120
8504232,8504232,2,120
8504234,8504234,2,120
8504236,8504236,2,120
8504237,8504237,2,120
8504284,8504284,2,120
8504285,8504285,2,120
8504286,8504286,2,120
8504287,8504287,2,120
8504288,8504288,2,120
8504291,8504291,2,120
8504292,8504292,2,120
8504293,8504293,2,120
8504294,8504294,2,120
8504295,8504295,2,120
8504296,8504296,2,120
8504298,8504298,2,120
8504300,8504300,2,240
8504301,8504301,2,120
8504302,8504302,2,120
8504303,8504303,2,120
8504304,8504304,2,120
8504305,8504305,2,120
8504306,8504306,2,120
8504307,8504307,2,180
8504308,8504308,2,120
8504309,8504309,2,120
8504310,8504310,2,120
8504311,8504311,2,120
8504312,8504312,2,120
8504314,8504314,2,180
8504315,8504315,2,120
8504316,8504316,2,120
8504317,8504317,2,120
8504321,8504321,2,120
8504325,8504325,2,120
8504381,8504381,2,120
8504382,8504382,2,120
8504383,8504383,2,120
8504384,8504384,2,120
8504385,8504385,2,120
8504386,8504386,2,120
8504387,8504387,2,120
8504388,8504388,2,120
8504391,8504391,2,120
8504392,8504392,2,60
8504398,8504398,2,120
8504400,8504400,2,240
8504401,8504401,2,120
8504402,8504402,2,120
8504403,8504403,2,120
8504404,8504404,2,120
8504410,8504410,2,120
8504411,8504411,2,120
8504412,8504412,2,120
8504413,8504413,2,120
8504414,8504414,2,180
8504415,8504415,2,180
8504416,8504416,2,120
8504419,8504419,2,120
8504441,8504441,2,120
8504461,8504461,2,120
8504462,8504462,2,120
8504463,8504463,2,120
8504464,8504464,2,120
8504465,8504465,2,120
8504466,8504466,2,120
8504467,8504467,2,120
8504468,8504468,2,120
8504469,8504469,2,120
8504470,8504470,2,120
8504471,8504471,2,120
8504472,8504472,2,120
8504474,8504474,2,120
8504475,8504475,2,120
8504480,8504480,2,120
8504481,8504481,2,120
8504482,8504482,2,120
8504483,8504483,2,180
8504484,8504484,2,120
8504486,8504486,2,120
8504487,8504487,2,120
8504488,8504488,2,120
8504489,8504489,2,120
8504490,8504490,2,120
8504495,8504495,2,120
8504509,8504509,2,120
8504510,8504510,2,120
8504511,8504511,2,120
8505000,8505000,2,300
8505001,8505001,2,120
8505002,8505002,2,120
8505003,8505003,2,120
8505004,8505004,2,240
8505005,8505005,2,120
8505006,8505006,2,120
8505007,8505007,2,120
8505011,8505011,2,120
8505018,8505018,2,120
8505062,8505062,2,120
8505063,8505063,2,120
8505064,8505064,2,120
8505065,8505065,2,120
8505066,8505066,2,120
8505067,8505067,2,120
8505068,8505068,2,60
8505069,8505069,2,120
8505071,8505071,2,120
8505072,8505072,2,120
8505073,8505073,2,120
8505074,8505074,2,120
8505075,8505075,2,120
8505079,8505079,2,120
8505111,8505111,2,120
8505112,8505112,2,60
8505113,8505113,2,240
8505114,8505114,2,120
8505119,8505119,2,120
8505163,8505163,2,120
8505164,8505164,2,120
8505165,8505165,2,120
8505170,8505170,2,120
8505172,8505172,2,120
8505173,8505173,2,120
8505174,8505174,2,60
8505175,8505175,2,120
8505176,8505176,2,120
8505177,8505177,2,120
8505178,8505178,2,120
8505179,8505179,2,120
8505180,8505180,2,120
8505201,8505201,2,120
8505202,8505202,2,120
8505204,8505204,2,120
8505205,8505205,2,120
8505207,8505207,2,120
8505209,8505209,2,180
8505212,8505212,2,120
8505213,8505213,2,240
8505214,8505214,2,240
8505216,8505216,2,120
8505217,8505217,2,120
8505218,8505218,2,120
8505219,8505219,2,120
8505226,8505226,2,600
8505300,8505300,2,240
8505301,8505301,2,120
8505302,8505302,2,120
8505303,8505303,2,120
8505304,8505304,2,120
8505305,8505305,2,180
8505306,8505306,2,120
8505307,8505307,2,300
8505350,8505350,2,120
8505372,8505372,2,120
8505373,8505373,2,120
8505374,8505374,2,120
8505390,8505390,2,120
8505391,8505391,2,120
8505392,8505392,2,120
8505393,8505393,2,0
8505394,8505394,2,120
8505395,8505395,2,120
8505396,8505396,2,120
8505397,8505397,2,120
8505398,8505398,2,120
8505399,8505399,2,120
8505400,8505400,2,120
8505401,8505401,2,120
8505402,8505402,2,120
8505404,8505404,2,180
8505405,8505405,2,120
8505406,8505406,2,120
8505407,8505407,2,120
8505408,8505408,2,120
8505410,8505410,2,120
8505412,8505412,2,120
8505415,8505415,2,120
8505417,8505417,2,120
8505467,8505467,2,120
8505470,8505470,2,120
8505471,8505471,2,120
8505472,8505472,2,120
8505473,8505473,2,120
8505491,8505491,2,120
8505492,8505492,2,120
8505493,8505493,2,120
8505494,8505494,2,120
8505495,8505495,2,120
8505496,8505496,2,120
8505497,8505497,2,120
8505499,8505499,2,60
8505578,8505578,2,120
8505580,8505580,2,120
8505581,8505581,2,120
8505584,8505584,2,120
8505585,8505585,2,120
8505588,8505588,2,120
8505589,8505589,2,120
8505590,8505590,2,120
8505593,8505593,2,120
8505594,8505594,2,120
8505597,8505597,2,120
8505599,8505599,2,120
8505861,8505861,2,600
8505862,8505862,2,300
8505874,8505874,2,600
8506000,8506000,2,180
8506001,8506001,2,120
8506002,8506002,2,120
8506003,8506003,2,120
8506004,8506004,2,120
8506005,8506005,2,120
8506006,8506006,2,120
8506007,8506007,2,120
8506008,8506008,2,120
8506009,8506009,2,120
8506010,8506010,2,120
8506011,8506011,2,120
8506012,8506012,2,120
8506013,8506013,2,120
8506014,8506014,2,120
8506015,8506015,2,120
8506016,8506016,2,120
8506017,8506017,2,120
8506018,8506018,2,120
8506019,8506019,2,120
8506020,8506020,2,120
8506021,8506021,2,120
8506022,8506022,2,120
8506023,8506023,2,120
8506024,8506024,2,120
8506025,8506025,2,180
8506035,8506035,2,120
8506036,8506036,2,120
8506038,8506038,2,120
8506039,8506039,2,120
8506041,8506041,2,120
8506042,8506042,2,120
8506043,8506043,2,120
8506044,8506044,2,120
8506045,8506045,2,120
8506046,8506046,2,120
8506047,8506047,2,120
8506048,8506048,2,120
8506049,8506049,2,120
8506100,8506100,2,180
8506101,8506101,2,120
8506102,8506102,2,120
8506103,8506103,2,120
8506104,8506104,2,120
8506105,8506105,2,180
8506106,8506106,2,120
8506107,8506107,2,120
8506108,8506108,2,120
8506109,8506109,2,120
8506118,8506118,2,120
8506119,8506119,2,120
8506121,8506121,2,180
8506122,8506122,2,120
8506123,8506123,2,120
8506124,8506124,2,120
8506125,8506125,2,120
8506126,8506126,2,120
8506127,8506127,2,120
8506128,8506128,2,180
8506131,8506131,2,180
8506132,8506132,2,120
8506133,8506133,2,120
8506134,8506134,2,120
8506135,8506135,2,120
8506136,8506136,2,120
8506137,8506137,2,120
8506138,8506138,2,120
8506139,8506139,2,120
8506143,8506143,2,120
8506148,8506148,2,120
8506168,8506168,2,120
8506169,8506169,2,120
8506170,8506170,2,120
8506171,8506171,2,120
8506173,8506173,2,120
8506174,8506174,2,120
8506175,8506175,2,120
8506176,8506176,2,120
8506177,8506177,2,120
8506178,8506178,2,120
8506179,8506179,2,120
8506181,8506181,2,120
8506182,8506182,2,120
8506183,8506183,2,120
8506184,8506184,2,120
8506185,8506185,2,120
8506188,8506188,2,120
8506190,8506190,2,120
8506193,8506193,2,120
8506194,8506194,2,120
8506195,8506195,2,120
8506196,8506196,2,120
8506197,8506197,2,120
8506198,8506198,2,120
8506200,8506200,2,120
8506201,8506201,2,120
8506202,8506202,2,120
8506203,8506203,2,120
8506204,8506204,2,120
8506205,8506205,2,120
8506206,8506206,2,180
8506208,8506208,2,120
8506209,8506209,2,120
8506210,8506210,2,180
8506211,8506211,2,120
8506212,8506212,2,120
8506213,8506213,2,120
8506214,8506214,2,120
8506215,8506215,2,120
8506216,8506216,2,120
8506217,8506217,2,120
8506270,8506270,2,120
8506271,8506271,2,120
8506275,8506275,2,120
8506276,8506276,2,120
8506277,8506277,2,120
8506278,8506278,2,120
8506280,8506280,2,120
8506281,8506281,2,120
8506282,8506282,2,120
8506283,8506283,2,120
8506284,8506284,2,120
8506285,8506285,2,120
8506286,8506286,2,120
8506288,8506288,2,120
8506289,8506289,2,120
8506290,8506290,2,120
8506291,8506291,2,120
8506292,8506292,2,120
8506293,8506293,2,120
8506294,8506294,2,120
8506297,8506297,2,120
8506298,8506298,2,120
8506299,8506299,2,60
8506300,8506300,2,120
8506301,8506301,2,120
8506302,8506302,2,180
8506303,8506303,2,180
8506304,8506304,2,120
8506305,8506305,2,120
8506306,8506306,2,300
8506307,8506307,2,120
8506308,8506308,2,120
8506309,8506309,2,120
8506311,8506311,2,180
8506312,8506312,2,120
8506313,8506313,2,120
8506314,8506314,2,180
8506316,8506316,2,120
8506317,8506317,2,120
8506318,8506318,2,120
8506319,8506319,2,120
8506322,8506322,2,120
8506350,8506350,2,120
8506351,8506351,2,120
8506352,8506352,2,120
8506353,8506353,2,120
8506354,8506354,2,120
8506355,8506355,2,120
8506358,8506358,2,120
8506359,8506359,2,120
8506361,8506361,2,120
8506362,8506362,2,120
8506364,8506364,2,120
8506365,8506365,2,120
8506366,8506366,2,120
8506367,8506367,2,120
8506368,8506368,2,120
8506369,8506369,2,120
8506371,8506371,2,120
8506372,8506372,2,120
8506373,8506373,2,120
8506374,8506374,2,120
8506375,8506375,2,120
8506376,8506376,2,120
8506377,8506377,2,120
8506378,8506378,2,60
8506379,8506379,2,120
8506380,8506380,2,120
8506381,8506381,2,120
8506382,8506382,2,120
8506383,8506383,2,120
8506384,8506384,2,120
8506385,8506385,2,120
8506386,8506386,2,120
8506387,8506387,2,120
8506388,8506388,2,120
8506389,8506389,2,120
8506392,8506392,2,120
8506393,8506393,2,120
8506394,8506394,2,120
8506395,8506395,2,120
8506396,8506396,2,120
8506397,8506397,2,120
8506398,8506398,2,120
8506400,8506400,2,120
8506470,8506470,2,120
8506521,8506521,2,120
8507000,8507000,2,360
8507002,8507002,2,120
8507003,8507003,2,120
8507005,8507005,2,120
8507006,8507006,2,120
8507007,8507007,2,120
8507008,8507008,2,120
8507009,8507009,2,120
8507063,8507063,2,120
8507064,8507064,2,120
8507065,8507065,2,120
8507066,8507066,2,120
8507067,8507067,2,120
8507068,8507068,2,60
8507069,8507069,2,120
8507070,8507070,2,120
8507071,8507071,2,120
8507072,8507072,2,120
8507073,8507073,2,120
8507074,8507074,2,120
8507075,8507075,2,120
8507076,8507076,2,120
8507077,8507077,2,120
8507078,8507078,2,120
8507079,8507079,2,120
8507083,8507083,2,120
8507084,8507084,2,120
8507085,8507085,2,120
8507086,8507086,2,120
8507087,8507087,2,120
8507088,8507088,2,120
8507089,8507089,2,120
8507091,8507091,2,120
8507092,8507092,2,120
8507093,8507093,2,120
8507094,8507094,2,120
8507095,8507095,2,120
8507096,8507096,2,120
8507100,8507100,2,180
8507270,8507270,2,120
8507271,8507271,2,120
8507272,8507272,2,120
8507273,8507273,2,120
8507274,8507274,2,120
8507275,8507275,2,120
8507276,8507276,2,120
8507277,8507277,2,120
8507278,8507278,2,120
8507279,8507279,2,120
8507281,8507281,2,120
8507284,8507284,2,120
8507286,8507286,2,120
8507287,8507287,2,120
8507288,8507288,2,120
8507290,8507290,2,180
8507291,8507291,2,120
8507292,8507292,2,120
8507293,8507293,2,120
8507294,8507294,2,120
8507295,8507295,2,120
8507296,8507296,2,120
8507297,8507297,2,120
8507298,8507298,2,120
8507299,8507299,2,120
8507361,8507361,2,600
8507364,8507364,2,120
8507372,8507372,2,120
8507373,8507373,2,120
8507374,8507374,2,180
8507375,8507375,2,120
8507376,8507376,2,120
8507378,8507378,2,120
8507379,8507379,2,120
8507380,8507380,2,120
8507381,8507381,2,120
8507382,8507382,2,120
8507383,8507383,2,120
8507384,8507384,2,120
8507386,8507386,2,120
8507387,8507387,2,120
8507388,8507388,2,120
8507389,8507389,2,60
8507470,8507470,2,120
8507471,8507471,2,120
8507472,8507472,2,120
8507473,8507473,2,120
8507474,8507474,2,120
8507475,8507475,2,120
8507478,8507478,2,120
8507480,8507480,2,120
8507481,8507481,2,120
8507483,8507483,2,240
8507492,8507492,2,300
8507493,8507493,2,120
8507550,8507550,2,120
8507552,8507552,2,120
8507555,8507555,2,120
8507560,8507560,2,120
8508001,8508001,2,120
8508003,8508003,2,120
8508004,8508004,2,120
8508005,8508005,2,180
8508006,8508006,2,180
8508008,8508008,2,120
8508051,8508051,2,120
8508052,8508052,2,120
8508053,8508053,2,120
8508054,8508054,2,120
8508055,8508055,2,120
8508056,8508056,2,120
8508057,8508057,2,120
8508058,8508058,2,120
8508059,8508059,2,60
8508060,8508060,2,120
8508061,8508061,2,180
8508062,8508062,2,120
8508063,8508063,2,120
8508064,8508064,2,120
8508066,8508066,2,120
8508068,8508068,2,120
8508070,8508070,2,120
8508071,8508071,2,120
8508080,8508080,2,120
8508081,8508081,2,120
8508083,8508083,2,120
8508084,8508084,2,120
8508085,8508085,2,120
8508086,8508086,2,120
8508087,8508087,2,120
8508088,8508088,2,120
8508089,8508089,2,120
8508100,8508100,2,180
8508101,8508101,2,120
8508102,8508102,2,120
8508103,8508103,2,120
8508151,8508151,2,120
8508152,8508152,2,120
8508153,8508153,2,120
8508154,8508154,2,120
8508155,8508155,2,120
8508157,8508157,2,120
8508158,8508158,2,120
8508159,8508159,2,120
8508161,8508161,2,120
8508162,8508162,2,120
8508163,8508163,2,120
8508164,8508164,2,120
8508168,8508168,2,120
8508173,8508173,2,120
8508174,8508174,2,120
8508181,8508181,2,120
8508182,8508182,2,120
8508183,8508183,2,120
8508184,8508184,2,120
8508185,8508185,2,120
8508186,8508186,2,120
8508187,8508187,2,120
8508193,8508193,2,120
8508194,8508194,2,120
8508200,8508200,2,120
8508201,8508201,2,120
8508202,8508202,2,120
8508203,8508203,2,120
8508204,8508204,2,120
8508205,8508205,2,120
8508206,8508206,2,120
8508207,8508207,2,180
8508208,8508208,2,120
8508210,8508210,2,120
8508211,8508211,2,120
8508212,8508212,2,120
8508213,8508213,2,120
8508215,8508215,2,120
8508216,8508216,2,120
8508217,8508217,2,120
8508218,8508218,2,120
8508219,8508219,2,120
8508250,8508250,2,120
8508251,8508251,2,120
8508252,8508252,2,120
8508253,8508253,2,120
8508254,8508254,2,120
8508255,8508255,2,120
8508256,8508256,2,120
8508260,8508260,2,120
8508261,8508261,2,120
8508262,8508262,2,120
8508263,8508263,2,120
8508264,8508264,2,120
8508265,8508265,2,120
8508266,8508266,2,120
8508267,8508267,2,120
8508268,8508268,2,120
8508269,8508269,2,120
8508271,8508271,2,120
8508272,8508272,2,120
8508273,8508273,2,120
8508275,8508275,2,120
8508276,8508276,2,120
8508278,8508278,2,120
8508285,8508285,2,120
8508286,8508286,2,120
8508287,8508287,2,120
8508292,8508292,2,120
8508293,8508293,2,120
8508294,8508294,2,120
8508295,8508295,2,120
8508297,8508297,2,120
8508301,8508301,2,120
8508302,8508302,2,120
8508303,8508303,2,120
8508304,8508304,2,120
8508305,8508305,2,120
8508306,8508306,2,120
8508308,8508308,2,60
8508309,8508309,2,120
8508310,8508310,2,120
8508311,8508311,2,120
8508312,8508312,2,120
8508313,8508313,2,120
8508314,8508314,2,120
8508316,8508316,2,120
8508317,8508317,2,120
8508318,8508318,2,120
8508319,8508319,2,120
8508320,8508320,2,120
8508321,8508321,2,120
8508323,8508323,2,120
8508327,8508327,2,120
8508329,8508329,2,120
8508350,8508350,2,120
8508351,8508351,2,120
8508352,8508352,2,120
8508359,8508359,2,120
8508384,8508384,2,120
8508390,8508390,2,120
8508391,8508391,2,120
8508392,8508392,2,120
8508394,8508394,2,120
8508395,8508395,2,120
8508396,8508396,2,120
8508399,8508399,2,120
8508449,8508449,2,120
8508456,8508456,2,120
8508458,8508458,2,120
8508464,8508464,2,120
8509000,8509000,2,180
8509002,8509002,2,240
8509003,8509003,2,120
8509004,8509004,2,120
8509006,8509006,2,120
8509050,8509050,2,120
8509051,8509051,2,120
8509053,8509053,2,120
8509054,8509054,2,120
8509055,8509055,2,120
8509056,8509056,2,120
8509057,8509057,2,120
8509058,8509058,2,120
8509059,8509059,2,120
8509060,8509060,2,120
8509061,8509061,2,120
8509062,8509062,2,120
8509063,8509063,2,120
8509064,8509064,2,120
8509065,8509065,2,120
8509067,8509067,2,120
8509068,8509068,2,120
8509069,8509069,2,120
8509070,8509070,2,120
8509071,8509071,2,120
8509072,8509072,2,120
8509073,8509073,2,120
8509075,8509075,2,120
8509076,8509076,2,120
8509077,8509077,2,120
8509078,8509078,2,120
8509150,8509150,2,120
8509152,8509152,2,120
8509153,8509153,2,120
8509154,8509154,2,120
8509155,8509155,2,120
8509156,8509156,2,120
8509157,8509157,2,120
8509167,8509167,2,120
8509168,8509168,2,120
8509169,8509169,2,120
8509170,8509170,2,120
8509171,8509171,2,120
8509173,8509173,2,120
8509174,8509174,2,120
8509175,8509175,2,120
8509176,8509176,2,120
8509177,8509177,2,120
8509178,8509178,2,120
8509179,8509179,2,120
8509180,8509180,2,120
8509181,8509181,2,120
8509182,8509182,2,120
8509183,8509183,2,60
8509184,8509184,2,120
8509185,8509185,2,120
8509186,8509186,2,120
8509187,8509187,2,120
8509188,8509188,2,120
8509189,8509189,2,120
8509192,8509192,2,120
8509193,8509193,2,120
8509194,8509194,2,120
8509195,8509195,2,120
8509197,8509197,2,120
8509198,8509198,2,120
8509199,8509199,2,120
8509250,8509250,2,120
8509251,8509251,2,60
8509252,8509252,2,120
8509253,8509253,2,240
8509254,8509254,2,120
8509255,8509255,2,120
8509256,8509256,2,120
8509257,8509257,2,120
8509258,8509258,2,120
8509259,8509259,2,120
8509260,8509260,2,120
8509262,8509262,2,120
8509263,8509263,2,120
8509264,8509264,2,120
8509265,8509265,2,120
8509266,8509266,2,120
8509267,8509267,2,120
8509268,8509268,2,120
8509269,8509269,2,60
8509350,8509350,2,120
8509351,8509351,2,120
8509352,8509352,2,120
8509353,8509353,2,120
8509354,8509354,2,120
8509356,8509356,2,120
8509357,8509357,2,120
8509358,8509358,2,120
8509359,8509359,2,120
8509361,8509361,2,120
8509363,8509363,2,120
8509364,8509364,2,120
8509365,8509365,2,120
8509366,8509366,2,120
8509367,8509367,2,120
8509368,8509368,2,120
8509369,8509369,2,300
8509373,8509373,2,120
8509400,8509400,2,120
8509401,8509401,2,120
8509402,8509402,2,120
8509404,8509404,2,240
8509406,8509406,2,120
8509411,8509411,2,180
8509412,8509412,2,120
8509413,8509413,2,120
8509414,8509414,2,120
8509416,8509416,2,120
8509417,8509417,2,120
8509418,8509418,2,120
8509419,8509419,2,120
8510456,8510456,2,120
8510470,8510470,2,120
8510670,8510670,2,120
8512191,8512191,2,120
8515296,8515296,2,120
8515992,8515992,2,120
8515993,8515993,2,120
8515994,8515994,2,120
8515995,8515995,2,120
8515996,8515996,2,120
8515997,8515997,2,120
8516154,8516154,2,180
8516155,8516155,2,120
8516161,8516161,2,300
8516174,8516174,2,120
8516176,8516176,2,120
8516187,8516187,2,120
8516218,8516218,2,120
8516219,8516219,2,120
8516270,8516270,2,120
8516271,8516271,2,120
8516272,8516272,2,120
8516273,8516273,2,120
8516274,8516274,2,120
8516283,8516283,2,120
8516350,8516350,2,120
8516351,8516351,2,120
8516353,8516353,2,120
8516354,8516354,2,120
8516444,8516444,2,120
8516450,8516450,2,120
8517112,8517112,2,120
8517131,8517131,2,120
8517142,8517142,2,120
8517336,8517336,2,180
8517376,8517376,2,120
8517377,8517377,2,120
8517484,8517484,2,120
8517485,8517485,2,120
8517519,8517519,2,120
8517527,8517527,2,120
8518100,8518100,2,120
8518243,8518243,2,120
8518400,8518400,2,120
8518452,8518452,2,120
8518459,8518459,2,120
8518475,8518475,2,120
8518690,8518690,2,120
8518701,8518701,2,120
8518749,8518749,2,120
8518771,8518771,2,120
8518924,8518924,2,120
8518963,8518963,2,120
8519077,8519077,2,120
8519133,8519133,2,120
8519153,8519153,2,120
8519306,8519306,2,120
8519370,8519370,2,120
8519685,8519685,2,120
8530011,8530011,2,120
8530012,8530012,2,120
8530064,8530064,2,120
8530066,8530066,2,120
8530067,8530067,2,120
8530225,8530225,2,120
8530246,8530246,2,120
8530260,8530260,2,120
8530261,8530261,2,120
8530262,8530262,2,120
8530263,8530263,2,120
8530303,8530303,2,120
8530334,8530334,2,120
8530355,8530355,2,120
8530366,8530366,2,120
8530378,8530378,2,120
8530430,8530430,2,120
8530463,8530463,2,120
8530523,8530523,2,120
8530612,8530612,2,120
8530613,8530613,2,120
8530614,8530614,2,120
8530708,8530708,2,120
8530709,8530709,2,120
8530710,8530710,2,120
8530711,8530711,2,120
8530712,8530712,2,120
8530713,8530713,2,120
8530749,8530749,2,120
8530760,8530760,2,120
8530783,8530783,2,120
8530789,8530789,2,120
8530790,8530790,2,120
8530799,8530799,2,120
8530800,8530800,2,120
8530801,8530801,2,120
8530832,8530832,2,120
8530858,8530858,2,120
8579237,8579237,2,180
8579238,8579238,2,240
8579239,8579239,2,120
8587727,8587727,2,120
8588122,8588122,2,120
8588193,8588193,2,120
8589198,8589198,2,120
8589523,8589523,2,120
8590442,8590442,2,180
8591818,8591818,2,120
8592017,8592017,2,120
8592028,8592028,2,180
8592048,8592048,2,120
8592050,8592050,2,120
8592052,8592052,2,120
8592061,8592061,2,120
8592086,8592086,2,120
8592128,8592128,2,120
8592133,8592133,2,120
8593467,8593467,2,120
8593772,8593772,2,120
8593773,8593773,2,120
8593774,8593774,2,120
8593775,8593775,2,120
8593776,8593776,2,120
8594231,8594231,2,120
8594258,8594258,2,120
