from_stop_id,to_stop_id,transfer_type,min_transfer_time
8594466,8594466,2,120
8595245,8595245,2,120
8711184,8711184,2,480
8711300,8711300,2,300
8711613,8711613,2,300
8711651,8711651,2,300
8711658,8711658,2,300
8711800,8711800,2,300
8711815,8711815,2,300
8711819,8711819,2,300
8711825,8711825,2,300
8711829,8711829,2,300
8713196,8713196,2,300
8714100,8714100,2,600
8714101,8714101,2,300
8714103,8714103,2,300
8714104,8714104,2,300
8714105,8714105,2,300
8714106,8714106,2,300
8714107,8714107,2,300
8714108,8714108,2,300
8714109,8714109,2,300
8714110,8714110,2,300
8714111,8714111,2,300
8714112,8714112,2,300
8714113,8714113,2,300
8714114,8714114,2,300
8714115,8714115,2,300
8714120,8714120,2,300
8714121,8714121,2,300
8714129,8714129,2,300
8714137,8714137,2,300
8714138,8714138,2,300
8714139,8714139,2,300
8714140,8714140,2,300
8714141,8714141,2,300
8714142,8714142,2,300
8714143,8714143,2,300
8714147,8714147,2,300
8714148,8714148,2,300
8714149,8714149,2,300
8714150,8714150,2,300
8714152,8714152,2,300
8714178,8714178,2,300
8714179,8714179,2,300
8714180,8714180,2,300
8714181,8714181,2,300
8714182,8714182,2,300
8714200,8714200,2,300
8714209,8714209,2,300
8714210,8714210,2,300
8714212,8714212,2,300
8714222,8714222,2,300
8714223,8714223,2,300
8714224,8714224,2,300
8714227,8714227,2,300
8714400,8714400,2,300
8714401,8714401,2,300
8714405,8714405,2,300
8714406,8714406,2,300
8714407,8714407,2,300
8714408,8714408,2,300
8714409,8714409,2,300
8714412,8714412,2,300
8714414,8714414,2,300
8714415,8714415,2,300
8714427,8714427,2,300
8714428,8714428,2,300
8714434,8714434,2,300
8714441,8714441,2,300
8714442,8714442,2,300
8714443,8714443,2,300
8714445,8714445,2,300
8714462,8714462,2,300
8714464,8714464,2,300
8714468,8714468,2,300
8714621,8714621,2,300
8714732,8714732,2,300
8717100,8717100,2,300
8717127,8717127,2,300
8717129,8717129,2,300
8717131,8717131,2,300
8717132,8717132,2,300
8717133,8717133,2,300
8717146,8717146,2,120
8717151,8717151,2,300
8717155,8717155,2,300
8717156,8717156,2,300
8717157,8717157,2,300
8717158,8717158,2,300
8717159,8717159,2,300
8717161,8717161,2,300
8717162,8717162,2,300
8717164,8717164,2,300
8717170,8717170,2,300
8717171,8717171,2,300
8717172,8717172,2,300
8717173,8717173,2,300
8717174,8717174,2,300
8717175,8717175,2,300
8717176,8717176,2,300
8717192,8717192,2,300
8717200,8717200,2,300
8717202,8717202,2,300
8717203,8717203,2,300
8717204,8717204,2,300
8717205,8717205,2,300
8717206,8717206,2,300
8717207,8717207,2,300
8717208,8717208,2,300
8717209,8717209,2,300
8717210,8717210,2,300
8717211,8717211,2,300
8717212,8717212,2,300
8717213,8717213,2,300
8717215,8717215,2,300
8717217,8717217,2,300
8717218,8717218,2,300
8717221,8717221,2,300
8717222,8717222,2,300
8717223,8717223,2,300
8717225,8717225,2,300
8717226,8717226,2,300
8717227,8717227,2,300
8717235,8717235,2,300
8717285,8717285,2,300
8717287,8717287,2,300
8717400,8717400,2,300
8717427,8717427,2,300
8717440,8717440,2,300
8717500,8717500,2,300
8717501,8717501,2,300
8717504,8717504,2,780
8717506,8717506,2,300
8717509,8717509,2,300
8717511,8717511,2,300
8717524,8717524,2,300
8717525,8717525,2,300
8717577,8717577,2,300
8717579,8717579,2,300
8717582,8717582,2,300
8718101,8718101,2,300
8718104,8718104,2,300
8718106,8718106,2,300
8718113,8718113,2,300
8718122,8718122,2,300
8718128,8718128,2,300
8718155,8718155,2,300
8718201,8718201,2,300
8718205,8718205,2,300
8718206,8718206,2,360
8718207,8718207,2,300
8718208,8718208,2,300
8718210,8718210,2,300
8718211,8718211,2,300
8718213,8718213,2,300
8718219,8718219,2,300
8718220,8718220,2,300
8718223,8718223,2,300
8718225,8718225,2,300
8718232,8718232,2,300
8718233,8718233,2,300
8718234,8718234,2,300
8718235,8718235,2,300
8718236,8718236,2,300
8718237,8718237,2,300
8718238,8718238,2,300
8718239,8718239,2,300
8718240,8718240,2,300
8718241,8718241,2,300
8718254,8718254,2,300
8718255,8718255,2,300
8718256,8718256,2,120
8718257,8718257,2,300
8718258,8718258,2,300
8718259,8718259,2,300
8718260,8718260,2,300
8718261,8718261,2,300
8718262,8718262,2,300
8718263,8718263,2,300
8718264,8718264,2,300
8718265,8718265,2,300
8718266,8718266,2,300
8718269,8718269,2,300
8718270,8718270,2,300
8718271,8718271,2,300
8718272,8718272,2,300
8718273,8718273,2,300
8718281,8718281,2,300
8718288,8718288,2,120
8718400,8718400,2,300
8718420,8718420,2,300
8718424,8718424,2,300
8718426,8718426,2,300
8718427,8718427,2,300
8718440,8718440,2,300
8718442,8718442,2,300
8718443,8718443,2,300
8718444,8718444,2,120
8718450,8718450,2,300
8718452,8718452,2,300
8718453,8718453,2,300
8718455,8718455,2,300
8718457,8718457,2,300
8718462,8718462,2,300
8718500,8718500,2,300
8718524,8718524,2,300
8718531,8718531,2,300
8718534,8718534,2,300
8718559,8718559,2,300
8718562,8718562,2,300
8719100,8719100,2,300
8719109,8719109,2,300
8719110,8719110,2,300
8719111,8719111,2,300
8719113,8719113,2,300
8719123,8719123,2,300
8719168,8719168,2,300
8719169,8719169,2,300
8719170,8719170,2,300
8719171,8719171,2,300
8719173,8719173,2,300
8719174,8719174,2,300
8719203,8719203,2,240
8719207,8719207,2,300
8719208,8719208,2,300
8719220,8719220,2,300
8719221,8719221,2,300
8719222,8719222,2,300
8719223,8719223,2,300
8719228,8719228,2,300
8719230,8719230,2,300
8719240,8719240,2,300
8719241,8719241,2,300
8719242,8719242,2,300
8719243,8719243,2,300
8719246,8719246,2,300
8719247,8719247,2,300
8719265,8719265,2,300
8719266,8719266,2,300
8719272,8719272,2,300
8719273,8719273,2,300
8719300,8719300,2,180
8719325,8719325,2,300
8719327,8719327,2,300
8719331,8719331,2,300
8719334,8719334,2,300
8719335,8719335,2,300
8719338,8719338,2,300
8719351,8719351,2,300
8719352,8719352,2,300
8719354,8719354,2,300
8719361,8719361,2,300
8719366,8719366,2,300
8719400,8719400,2,300
8719420,8719420,2,300
8719427,8719427,2,300
8719435,8719435,2,300
8720855,8720855,2,300
8721202,8721202,2,480
8721210,8721210,2,300
8721211,8721211,2,300
8721212,8721212,2,300
8721213,8721213,2,300
8721214,8721214,2,300
8721215,8721215,2,300
8721216,8721216,2,300
8721217,8721217,2,300
8721218,8721218,2,300
8721219,8721219,2,300
8721220,8721220,2,300
8721222,8721222,2,300
8721224,8721224,2,300
8721225,8721225,2,300
8721226,8721226,2,300
8721227,8721227,2,300
8721230,8721230,2,300
8721231,8721231,2,300
8721232,8721232,2,300
8721233,8721233,2,300
8721234,8721234,2,300
8721235,8721235,2,300
8721236,8721236,2,300
8721237,8721237,2,300
8721240,8721240,2,300
8721241,8721241,2,300
8721243,8721243,2,300
8721244,8721244,2,300
8721245,8721245,2,300
8721246,8721246,2,180
8721305,8721305,2,300
8721310,8721310,2,300
8721316,8721316,2,300
8721320,8721320,2,300
8721322,8721322,2,300
8721324,8721324,2,300
8721325,8721325,2,300
8721340,8721340,2,300
8721341,8721341,2,300
8721342,8721342,2,300
8721344,8721344,2,300
8721346,8721346,2,300
8721347,8721347,2,180
8721360,8721360,2,300
8721361,8721361,2,300
8721366,8721366,2,300
8721367,8721367,2,300
8721368,8721368,2,300
8721374,8721374,2,300
8721378,8721378,2,300
8721405,8721405,2,300
8721410,8721410,2,300
8721411,8721411,2,300
8721412,8721412,2,300
8721413,8721413,2,300
8721414,8721414,2,300
8721420,8721420,2,300
8721421,8721421,2,300
8721422,8721422,2,300
8721423,8721423,2,300
8721424,8721424,2,300
8721425,8721425,2,300
8721427,8721427,2,300
8721428,8721428,2,300
8721429,8721429,2,300
8721432,8721432,2,300
8721433,8721433,2,300
8721450,8721450,2,300
8721452,8721452,2,300
8721453,8721453,2,300
8721454,8721454,2,300
8721455,8721455,2,300
8721457,8721457,2,300
8721458,8721458,2,300
8721459,8721459,2,300
8721462,8721462,2,300
8721463,8721463,2,300
8721464,8721464,2,300
8721465,8721465,2,300
8721467,8721467,2,300
8721468,8721468,2,300
8721469,8721469,2,300
8721472,8721472,2,300
8721473,8721473,2,300
8721474,8721474,2,300
8721477,8721477,2,300
8721478,8721478,2,300
8721501,8721501,2,300
8721507,8721507,2,300
8721510,8721510,2,300
8721516,8721516,2,300
8721533,8721533,2,300
8721563,8721563,2,300
8721566,8721566,2,300
8721569,8721569,2,300
8722326,8722326,2,300
8727100,8727100,2,300
8727149,8727149,2,300
8728262,8728262,2,300
8728600,8728600,2,300
8728658,8728658,2,300
8728662,8728662,2,300
8728684,8728684,2,300
8729504,8729504,2,300
8729505,8729505,2,300
8729506,8729506,2,300
8729560,8729560,2,300
8729570,8729570,2,300
8729573,8729573,2,300
8729585,8729585,2,300
8729601,8729601,2,300
8730082,8730082,2,600
8730086,8730086,2,420
8730387,8730387,2,300
8731388,8731388,2,300
8731896,8731896,2,480
8731901,8731901,2,600
8732367,8732367,2,300
8733851,8733851,2,300
8733852,8733852,2,300
8734201,8734201,2,300
8734300,8734300,2,300
8734310,8734310,2,300
8734321,8734321,2,300
8734500,8734500,2,300
8735204,8735204,2,300
8738150,8738150,2,300
8738654,8738654,2,300
8738700,8738700,2,300
8739130,8739130,2,300
8739300,8739300,2,300
8739357,8739357,2,300
8739370,8739370,2,600
8739600,8739600,2,600
8739689,8739689,2,300
8740098,8740098,2,300
8740229,8740229,2,300
8741101,8741101,2,300
8741301,8741301,2,300
8741744,8741744,2,300
8741750,8741750,2,300
8743955,8743955,2,300
8744400,8744400,2,300
8744406,8744406,2,300
8744426,8744426,2,300
8744429,8744429,2,300
8744487,8744487,2,300
8744721,8744721,2,300
8744724,8744724,2,300
8744728,8744728,2,300
8746208,8746208,2,300
8747100,8747100,2,600
8747130,8747130,2,300
8747260,8747260,2,300
8747300,8747300,2,300
8747320,8747320,2,300
8747400,8747400,2,300
8747409,8747409,2,300
8747433,8747433,2,300
8747600,8747600,2,300
8747620,8747620,2,300
8747660,8747660,2,300
8747840,8747840,2,300
8748100,8748100,2,600
8748400,8748400,2,480
8748500,8748500,2,300
8748530,8748530,2,300
8748760,8748760,2,300
8754300,8754300,2,300
8754301,8754301,2,240
8754311,8754311,2,300
8754312,8754312,2,300
8754314,8754314,2,300
8754315,8754315,2,300
8754316,8754316,2,300
8754319,8754319,2,300
8754700,8754700,2,300
8755907,8755907,2,300
8756242,8756242,2,300
8756691,8756691,2,300
8757100,8757100,2,300
8757124,8757124,2,300
8757447,8757447,2,300
8757449,8757449,2,300
8757484,8757484,2,300
8757485,8757485,2,300
8757489,8757489,2,300
8757500,8757500,2,480
8757600,8757600,2,300
8757609,8757609,2,300
8757610,8757610,2,300
8757611,8757611,2,300
8757613,8757613,2,300
8757620,8757620,2,300
8757627,8757627,2,300
8757628,8757628,2,300
8757629,8757629,2,300
8757630,8757630,2,300
8757632,8757632,2,300
8757634,8757634,2,300
8757640,8757640,2,300
8757643,8757643,2,300
8757644,8757644,2,300
8757645,8757645,2,300
8757647,8757647,2,300
8757672,8757672,2,300
8757686,8757686,2,300
8757687,8757687,2,300
8757688,8757688,2,300
8758100,8758100,2,480
8758300,8758300,2,300
8759200,8759200,2,300
8759231,8759231,2,300
8759234,8759234,2,300
8759400,8759400,2,300
8759455,8759455,2,300
8759456,8759456,2,300
8759457,8759457,2,300
8759473,8759473,2,300
8759474,8759474,2,300
8759475,8759475,2,300
8759476,8759476,2,300
8759479,8759479,2,300
8759760,8759760,2,300
8759762,8759762,2,300
8759763,8759763,2,300
8759767,8759767,2,300
8759770,8759770,2,300
8759772,8759772,2,300
8759774,8759774,2,300
8761100,8761100,2,480
8761309,8761309,2,300
8761310,8761310,2,300
8761346,8761346,2,300
8761347,8761347,2,300
8761348,8761348,2,300
8761360,8761360,2,300
8761380,8761380,2,300
8761387,8761387,2,300
8761389,8761389,2,300
8761525,8761525,2,300
8761528,8761528,2,300
8761531,8761531,2,300
8761534,8761534,2,300
8761537,8761537,2,300
8764100,8764100,2,240
8764104,8764104,2,300
8764105,8764105,2,300
8764106,8764106,2,300
8764107,8764107,2,300
8764119,8764119,2,300
8764121,8764121,2,300
8764135,8764135,2,300
8764136,8764136,2,300
8764137,8764137,2,300
8764141,8764141,2,300
8764142,8764142,2,300
8764144,8764144,2,300
8764500,8764500,2,300
8764510,8764510,2,300
8764513,8764513,2,300
8764514,8764514,2,300
8764515,8764515,2,300
8764516,8764516,2,300
8764517,8764517,2,300
8764518,8764518,2,300
8764519,8764519,2,300
8764544,8764544,2,300
8764547,8764547,2,300
8764548,8764548,2,300
8764550,8764550,2,300
8768200,8768200,2,300
8768220,8768220,2,300
8768221,8768221,2,300
8768227,8768227,2,300
8768229,8768229,2,300
8768230,8768230,2,300
8768245,8768245,2,300
8768300,8768300,2,300
8768310,8768310,2,300
8768312,8768312,2,300
8768313,8768313,2,300
8768320,8768320,2,300
8768321,8768321,2,300
8768322,8768322,2,300
8768324,8768324,2,300
8768326,8768326,2,300
8768331,8768331,2,300
8768353,8768353,2,300
8768355,8768355,2,300
8768357,8768357,2,300
8768361,8768361,2,300
8768363,8768363,2,300
8768364,8768364,2,300
8768366,8768366,2,300
8768368,8768368,2,300
8768372,8768372,2,300
8768378,8768378,2,300
8768384,8768384,2,300
8768400,8768400,2,300
8768412,8768412,2,300
8768427,8768427,2,300
8768429,8768429,2,300
8768600,8768600,2,900
8768666,8768666,2,300
8768888,8768888,2,300
8769139,8769139,2,300
8769143,8769143,2,300
8769146,8769146,2,300
8769160,8769160,2,300
8769400,8769400,2,300
8769410,8769410,2,300
8769414,8769414,2,300
8769415,8769415,2,300
8769416,8769416,2,300
8769417,8769417,2,300
8769418,8769418,2,300
8769430,8769430,2,300
8769436,8769436,2,300
8769439,8769439,2,300
8769461,8769461,2,300
8769462,8769462,2,300
8769463,8769463,2,300
8769464,8769464,2,300
8769465,8769465,2,300
8769468,8769468,2,300
8769469,8769469,2,300
8769473,8769473,2,300
8769477,8769477,2,300
8769485,8769485,2,300
8769486,8769486,2,300
8769600,8769600,2,300
8769608,8769608,2,300
8769614,8769614,2,300
8769616,8769616,2,300
8769617,8769617,2,300
8769618,8769618,2,300
8769619,8769619,2,300
8769620,8769620,2,300
8769621,8769621,2,300
8769622,8769622,2,300
8769626,8769626,2,300
8769629,8769629,2,300
8769630,8769630,2,300
8769631,8769631,2,300
8769632,8769632,2,300
8769633,8769633,2,300
8769635,8769635,2,300
8769642,8769642,2,300
8769645,8769645,2,300
8769646,8769646,2,300
8769648,8769648,2,300
8769649,8769649,2,300
8769653,8769653,2,300
8769661,8769661,2,300
8769663,8769663,2,300
8769680,8769680,2,300
8769683,8769683,2,300
8769685,8769685,2,300
8770014,8770014,2,300
8770015,8770015,2,300
8770397,8770397,2,300
8771073,8771073,2,300
8771202,8771202,2,300
8771226,8771226,2,300
8771232,8771232,2,300
8771233,8771233,2,300
8771260,8771260,2,300
8771262,8771262,2,300
8771267,8771267,2,300
8771300,8771300,2,600
8771304,8771304,2,600
8771306,8771306,2,300
8771307,8771307,2,300
8771308,8771308,2,300
8771309,8771309,2,300
8771311,8771311,2,300
8771313,8771313,2,300
8771315,8771315,2,300
8771319,8771319,2,300
8771331,8771331,2,300
8771332,8771332,2,300
8771334,8771334,2,300
8771341,8771341,2,300
8771350,8771350,2,300
8771351,8771351,2,300
8771352,8771352,2,300
8771353,8771353,2,300
8771354,8771354,2,300
8771356,8771356,2,300
8771357,8771357,2,300
8771358,8771358,2,300
8771359,8771359,2,300
8771362,8771362,2,300
8771363,8771363,2,300
8771364,8771364,2,300
8771365,8771365,2,300
8771366,8771366,2,300
8771367,8771367,2,300
8771370,8771370,2,300
8771373,8771373,2,300
8771382,8771382,2,300
8771383,8771383,2,300
8771384,8771384,2,300
8771385,8771385,2,300
8771500,8771500,2,300
8771510,8771510,2,300
8771513,8771513,2,300
8771514,8771514,2,300
8771515,8771515,2,300
8771521,8771521,2,300
8771532,8771532,2,300
8771538,8771538,2,300
8771539,8771539,2,300
8771541,8771541,2,300
8771543,8771543,2,300
8771544,8771544,2,300
8771800,8771800,2,300
8771801,8771801,2,300
8771810,8771810,2,300
8771811,8771811,2,300
8771812,8771812,2,300
8771813,8771813,2,300
8771815,8771815,2,300
8771818,8771818,2,300
8771819,8771819,2,300
8771821,8771821,2,300
8771823,8771823,2,300
8771827,8771827,2,300
8771829,8771829,2,300
8771830,8771830,2,300
8771831,8771831,2,300
8771832,8771832,2,300
8771833,8771833,2,300
8771836,8771836,2,300
8771840,8771840,2,300
8771841,8771841,2,300
8771842,8771842,2,300
8771843,8771843,2,300
8771846,8771846,2,300
8771850,8771850,2,300
8771851,8771851,2,300
8771852,8771852,2,300
8771853,8771853,2,300
8771854,8771854,2,300
8771855,8771855,2,300
8771857,8771857,2,300
8771860,8771860,2,300
8771861,8771861,2,300
8771883,8771883,2,300
8771884,8771884,2,300
8771886,8771886,2,300
8772100,8772100,2,300
8772103,8772103,2,300
8772104,8772104,2,300
8772105,8772105,2,300
8772115,8772115,2,300
8772117,8772117,2,300
8772122,8772122,2,300
8772124,8772124,2,300
8772126,8772126,2,300
8772128,8772128,2,300
8772129,8772129,2,300
8772132,8772132,2,300
8772133,8772133,2,300
8772134,8772134,2,300
8772135,8772135,2,300
8772141,8772141,2,300
8772142,8772142,2,300
8772143,8772143,2,300
8772144,8772144,2,300
8772145,8772145,2,300
8772146,8772146,2,300
8772147,8772147,2,300
8772148,8772148,2,300
8772150,8772150,2,300
8772151,8772151,2,300
8772152,8772152,2,300
8772153,8772153,2,300
8772154,8772154,2,300
8772155,8772155,2,300
8772156,8772156,2,300
8772160,8772160,2,300
8772170,8772170,2,300
8772173,8772173,2,300
8772174,8772174,2,300
8772175,8772175,2,300
8772176,8772176,2,300
8772178,8772178,2,300
8772182,8772182,2,300
8772186,8772186,2,300
8772202,8772202,2,600
8772220,8772220,2,300
8772223,8772223,2,300
8772224,8772224,2,300
8772226,8772226,2,300
8772229,8772229,2,300
8772240,8772240,2,300
8772243,8772243,2,300
8772253,8772253,2,300
8772254,8772254,2,300
8772256,8772256,2,300
8772257,8772257,2,300
8772258,8772258,2,300
8772265,8772265,2,300
8772267,8772267,2,300
8772270,8772270,2,300
8772271,8772271,2,300
8772272,8772272,2,300
8772274,8772274,2,300
8772319,8772319,2,600
8772332,8772332,2,300
8772335,8772335,2,300
8772338,8772338,2,300
8772339,8772339,2,300
8772342,8772342,2,300
8772345,8772345,2,300
8772347,8772347,2,300
8772349,8772349,2,300
8772350,8772350,2,300
8772352,8772352,2,300
8772353,8772353,2,300
8772354,8772354,2,300
8772356,8772356,2,300
8772357,8772357,2,300
8772358,8772358,2,300
8772370,8772370,2,300
8772371,8772371,2,300
8772372,8772372,2,300
8772373,8772373,2,300
8772374,8772374,2,300
8772375,8772375,2,300
8772376,8772376,2,300
8772378,8772378,2,300
8772379,8772379,2,300
8772500,8772500,2,300
8772561,8772561,2,300
8772562,8772562,2,300
8772566,8772566,2,300
8772567,8772567,2,300
8772568,8772568,2,300
8772570,8772570,2,300
8772571,8772571,2,300
8772572,8772572,2,300
8772573,8772573,2,300
8772580,8772580,2,300
8772582,8772582,2,300
8772583,8772583,2,300
8772584,8772584,2,300
8772589,8772589,2,300
8772600,8772600,2,300
8772615,8772615,2,300
8772617,8772617,2,300
8772619,8772619,2,300
8772620,8772620,2,300
8772621,8772621,2,300
8772623,8772623,2,300
8772630,8772630,2,300
8772633,8772633,2,300
8772640,8772640,2,300
8772641,8772641,2,300
8772642,8772642,2,300
8772643,8772643,2,300
8772644,8772644,2,300
8772647,8772647,2,300
8772670,8772670,2,300
8772671,8772671,2,300
8772672,8772672,2,300
8772673,8772673,2,300
8772676,8772676,2,300
8772677,8772677,2,300
8772678,8772678,2,300
8772680,8772680,2,300
8772682,8772682,2,300
8772685,8772685,2,300
8772686,8772686,2,300
8772687,8772687,2,300
8772688,8772688,2,300
8772690,8772690,2,300
8772850,8772850,2,300
8773182,8773182,2,300
8773188,8773188,2,300
8773200,8773200,2,300
8773220,8773220,2,300
8773240,8773240,2,300
8773400,8773400,2,300
8773403,8773403,2,300
8773404,8773404,2,300
8773405,8773405,2,300
8773408,8773408,2,300
8773410,8773410,2,300
8773411,8773411,2,300
8773412,8773412,2,300
8773415,8773415,2,300
8773416,8773416,2,300
8773417,8773417,2,300
8773418,8773418,2,300
8773419,8773419,2,300
8773420,8773420,2,300
8773422,8773422,2,300
8773424,8773424,2,300
8773425,8773425,2,300
8773426,8773426,2,300
8773429,8773429,2,300
8773430,8773430,2,300
8773431,8773431,2,300
8773433,8773433,2,300
8773434,8773434,2,300
8773435,8773435,2,180
8773436,8773436,2,300
8773442,8773442,2,300
8773444,8773444,2,300
8773445,8773445,2,300
8773447,8773447,2,300
8773467,8773467,2,300
8773469,8773469,2,300
8773470,8773470,2,300
8773471,8773471,2,300
8773472,8773472,2,300
8773473,8773473,2,300
8773474,8773474,2,300
8773487,8773487,2,300
8774100,8774100,2,300
8774107,8774107,2,300
8774110,8774110,2,300
8774111,8774111,2,300
8774113,8774113,2,480
8774114,8774114,2,300
8774118,8774118,2,300
8774122,8774122,2,300
8774123,8774123,2,300
8774125,8774125,2,300
8774128,8774128,2,300
8774130,8774130,2,300
8774142,8774142,2,300
8774143,8774143,2,300
8774145,8774145,2,300
8774147,8774147,2,300
8774149,8774149,2,300
8774150,8774150,2,300
8774161,8774161,2,300
8774162,8774162,2,300
8774164,8774164,2,300
8774169,8774169,2,300
8774172,8774172,2,300
8774176,8774176,2,300
8774177,8774177,2,300
8774179,8774179,2,300
8774200,8774200,2,300
8774232,8774232,2,300
8774236,8774236,2,300
8774300,8774300,2,300
8774311,8774311,2,300
8774312,8774312,2,300
8774314,8774314,2,300
8774330,8774330,2,300
8774332,8774332,2,300
8774333,8774333,2,300
8774334,8774334,2,300
8774335,8774335,2,300
8774352,8774352,2,300
8774353,8774353,2,300
8774363,8774363,2,300
8774371,8774371,2,300
8774374,8774374,2,300
8774375,8774375,2,300
8774407,8774407,2,300
8774500,8774500,2,300
8774538,8774538,2,300
8774541,8774541,2,300
8774543,8774543,2,300
8774549,8774549,2,300
8774558,8774558,2,300
8774559,8774559,2,300
8774562,8774562,2,300
8774564,8774564,2,300
8774567,8774567,2,300
8774582,8774582,2,300
8774600,8774600,2,300
8774610,8774610,2,300
8774611,8774611,2,300
8774614,8774614,2,300
8774620,8774620,2,300
8774624,8774624,2,300
8774630,8774630,2,300
8774631,8774631,2,300
8774633,8774633,2,300
8774634,8774634,2,300
8774637,8774637,2,300
8774641,8774641,2,300
8774643,8774643,2,300
8774647,8774647,2,300
8774651,8774651,2,300
8774670,8774670,2,300
8774671,8774671,2,300
8774672,8774672,2,300
8774673,8774673,2,300
8774674,8774674,2,300
8774675,8774675,2,300
8774676,8774676,2,300
8774677,8774677,2,300
8774678,8774678,2,300
8774681,8774681,2,300
8774682,8774682,2,300
8774683,8774683,2,300
8774684,8774684,2,300
8774685,8774685,2,300
8774686,8774686,2,300
8774687,8774687,2,300
8774688,8774688,2,300
8774700,8774700,2,180
8774720,8774720,2,300
8774721,8774721,2,300
8774722,8774722,2,300
8774723,8774723,2,300
8774724,8774724,2,300
8774727,8774727,2,300
8774728,8774728,2,300
8774732,8774732,2,300
8774733,8774733,2,300
8774735,8774735,2,300
8774740,8774740,2,300
8774745,8774745,2,300
8774747,8774747,2,300
8774749,8774749,2,300
8774751,8774751,2,300
8774753,8774753,2,300
8774756,8774756,2,300
8774757,8774757,2,300
8774759,8774759,2,300
8774762,8774762,2,300
8774766,8774766,2,300
8774769,8774769,2,300
8775100,8775100,2,900
8775108,8775108,2,300
8775160,8775160,2,300
8775300,8775300,2,300
8775320,8775320,2,300
8775325,8775325,2,300
8775328,8775328,2,300
8775365,8775365,2,300
8775368,8775368,2,300
8775500,8775500,2,300
8775544,8775544,2,300
8775605,8775605,2,480
8775752,8775752,2,300
8775762,8775762,2,300
8775767,8775767,2,300
8776100,8776100,2,600
8776110,8776110,2,300
8776113,8776113,2,300
8776116,8776116,2,300
8776123,8776123,2,300
8776124,8776124,2,300
8776126,8776126,2,300
8776149,8776149,2,300
8776165,8776165,2,300
8776168,8776168,2,300
8776171,8776171,2,300
8776172,8776172,2,300
8776174,8776174,2,300
8776175,8776175,2,300
8776178,8776178,2,300
8776181,8776181,2,300
8776184,8776184,2,300
8776187,8776187,2,300
8776290,8776290,2,900
8776300,8776300,2,300
8776302,8776302,2,900
8776325,8776325,2,300
8776330,8776330,2,300
8776342,8776342,2,300
8776346,8776346,2,300
8776350,8776350,2,300
8776355,8776355,2,300
8776360,8776360,2,300
8776400,8776400,2,300
8776429,8776429,2,300
8776430,8776430,2,300
8776435,8776435,2,300
8776447,8776447,2,300
8776500,8776500,2,600
8776510,8776510,2,300
8776518,8776518,2,300
8776519,8776519,2,300
8776520,8776520,2,300
8777300,8777300,2,300
8777320,8777320,2,300
8777500,8777500,2,300
8777517,8777517,2,300
8777519,8777519,2,300
8777521,8777521,2,300
8777522,8777522,2,300
8777523,8777523,2,300
8777524,8777524,2,300
8777525,8777525,2,300
8777528,8777528,2,300
8777535,8777535,2,300
8777536,8777536,2,300
8777537,8777537,2,300
8778100,8778100,2,300
8778110,8778110,2,600
8778127,8778127,2,300
8778154,8778154,2,300
8778158,8778158,2,300
8778160,8778160,2,300
8778166,8778166,2,300
8778260,8778260,2,300
8778300,8778300,2,300
8778317,8778317,2,300
8778324,8778324,2,300
8778326,8778326,2,300
8778328,8778328,2,300
8778330,8778330,2,300
8778332,8778332,2,300
8778334,8778334,2,300
8778336,8778336,2,300
8778342,8778342,2,300
8778343,8778343,2,300
8778345,8778345,2,300
8778400,8778400,2,300
